TABLE NO.  1
 NUM         IPRED       NPDE        CWRES       DV          PRED        RES         WRES
  1.9900E+02  1.6010E+02  5.8284E-01  1.0577E+00  2.0681E+02  2.1583E+02 -9.0236E+00  6.8084E-01
  2.0000E+02  1.5113E+02 -1.2445E+00 -1.4391E+00  1.1865E+02  1.9941E+02 -8.0763E+01 -1.1629E+00
  2.0100E+02  1.4169E+02  6.2293E-01  7.5862E-01  1.7253E+02  1.8294E+02 -1.0407E+01  4.9363E-01
  2.0200E+02  1.2531E+02 -4.7704E-01 -6.0952E-01  1.1673E+02  1.5569E+02 -3.8965E+01 -5.6986E-01
  2.0300E+02  1.0101E+02 -7.6098E-01 -7.7270E-01  8.9032E+01  1.1836E+02 -2.9326E+01 -7.2189E-01
  2.0400E+02  7.0540E+01  6.0276E-01  3.2228E-01  7.6325E+01  7.7636E+01 -1.3107E+00  2.7805E-01
  2.0500E+02  6.0875E+01 -1.5834E+00 -1.6959E+00  4.0937E+01  6.6351E+01 -2.5414E+01 -1.4668E+00
  2.0600E+02  3.3789E+01  6.9562E-01  6.3113E-01  3.8318E+01  3.7719E+01  5.9915E-01  6.6828E-01
  2.0700E+02  2.1822E+01  2.7064E-01  2.6641E-01  2.3145E+01  2.4709E+01 -1.5640E+00  3.9638E-01
  2.0900E+02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.1000E+02  2.1331E+02  4.0338E-01  5.9991E-01  2.4218E+02  2.4645E+02 -4.2650E+00  4.9173E-01
  2.1100E+02  2.6423E+02  1.4252E-01  2.3315E-02  2.7510E+02  3.2007E+02 -4.4970E+01 -3.7553E-03
  2.1200E+02  2.7981E+02  1.0043E-01  1.7551E-01  3.0493E+02  3.5271E+02 -4.7775E+01  9.0709E-02
  2.1300E+02  2.7482E+02 -2.3263E+00 -2.5180E+00  1.5297E+02  3.5164E+02 -1.9867E+02 -1.9754E+00
  2.1400E+02  2.5455E+02  2.1043E-01  2.5690E-01  2.8309E+02  3.2728E+02 -4.4186E+01  1.3848E-01
  2.1500E+02  2.3608E+02 -1.0884E-01 -1.2982E-01  2.4356E+02  3.0136E+02 -5.7796E+01 -1.5630E-01
  2.1600E+02  2.1159E+02 -1.0655E+00 -1.2963E+00  1.6790E+02  2.6599E+02 -9.8090E+01 -1.0733E+00
  2.1700E+02  1.9653E+02 -6.6404E-01 -7.0645E-01  1.7858E+02  2.4438E+02 -6.5798E+01 -6.1784E-01
  2.1800E+02  1.6708E+02 -1.5274E+00 -1.7178E+00  1.1720E+02  2.0315E+02 -8.5951E+01 -1.4563E+00
  2.1900E+02  1.2359E+02  1.5834E+00  2.0623E+00  1.7957E+02  1.4561E+02  3.3963E+01  1.6483E+00
  2.2000E+02  7.7915E+01  1.1108E+00  1.1325E+00  9.8447E+01  9.0913E+01  7.5344E+00  8.7833E-01
  2.2100E+02  6.5761E+01 -8.5359E-01 -9.9088E-01  5.4967E+01  7.7524E+01 -2.2557E+01 -8.3465E-01
  2.2200E+02  3.1986E+01 -8.0642E-01 -8.5418E-01  2.6979E+01  4.0937E+01 -1.3958E+01 -6.4109E-01
  2.2300E+02  1.8055E+01 -1.8808E+00 -2.0083E+00  1.0416E+01  2.4364E+01 -1.3948E+01 -1.3447E+00
  2.2400E+02  1.0406E+01  5.3401E-01  1.1596E+00  1.2826E+01  1.4694E+01 -1.8676E+00  6.9469E-01
  2.2500E+02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.2600E+02  3.6931E+02  1.5274E+00  1.3164E+00  4.3358E+02  2.4581E+02  1.8777E+02  1.7268E+00
  2.2700E+02  4.2813E+02 -4.1246E-01 -3.3010E-01  3.5939E+02  2.9408E+02  6.5305E+01 -6.1663E-01
  2.2800E+02  4.3729E+02  1.9893E+00  1.5707E+00  5.3493E+02  3.0872E+02  2.2621E+02  2.0247E+00
  2.2900E+02  4.2727E+02 -3.2304E-01 -2.5002E-01  3.6918E+02  3.0717E+02  6.2014E+01 -4.6735E-01
  2.3000E+02  3.9061E+02 -1.3409E-01 -7.8801E-02  3.5500E+02  2.8940E+02  6.5596E+01 -2.1654E-01
  2.3100E+02  3.4594E+02  2.4747E+00  2.1269E+00  4.7058E+02  2.6333E+02  2.0725E+02  2.6432E+00
  2.3200E+02  3.0853E+02  2.4473E-01  1.8116E-01  3.0199E+02  2.3994E+02  6.2046E+01  1.2415E-01
